 basic :--,Audi
3,"https://www.automobile.fr//Voiture/Pontiac-Andere/vhc:car,ms1:20000__,dmg:false/pg:vipcar/309638333.html"
4,"https://www.automobile.fr//Voiture/Pontiac-Firebird/vhc:car,ms1:20000__,dmg:false/pg:vipcar/309627788.html"
5,"https://www.automobile.fr//Voiture/Pontiac-Firebird-3.8-Targa-AUT.-1.HD-ORIGINAL/vhc:car,ms1:20000__,dmg:false/pg:vipcar/308108357.html"
6,"https://www.automobile.fr//Voiture/Pontiac-Firebird-3.4-V6-LPG-Fl%C3%BCssiggas-40tkm/vhc:car,ms1:20000__,dmg:false/pg:vipcar/307961009.html"
7,"https://www.automobile.fr//Voiture/Pontiac-PONTIAC-Trans-Sport-2.3i-16V/vhc:car,ms1:20000__,dmg:false/pg:vipcar/309576088.html"
8,"https://www.automobile.fr//Voiture/Pontiac-Trans-Am-Firebird-6.6L-Targa-15.000KM/vhc:car,ms1:20000__,dmg:false/pg:vipcar/306372808.html"
9,"https://www.automobile.fr//Voiture/Pontiac-TEMPEST-LEMANS-6.5l-V8-CABRIO/vhc:car,ms1:20000__,dmg:false/pg:vipcar/303628208.html"
,Porsche
0,"https://www.automobile.fr//Voiture/Porsche-Panamera-4-PDK-Bi-Xen/vhc:car,ms1:20100__,dmg:false/pg:vipcar/309687824.html"
1,"https://www.automobile.fr//Voiture/Porsche-Porsche-Cayenne-S-Luft-e.AHK-Navi/vhc:car,ms1:20100__,dmg:false/pg:vipcar/309687540.html"
2,"https://www.automobile.fr//Voiture/Porsche-718-Boxster-S-Cabrio-DSG/vhc:car,ms1:20100__,dmg:false/pg:vipcar/309687488.html"
3,"https://www.automobile.fr//Voiture/Porsche-Porsche-996-GT3-MK1/vhc:car,ms1:20100__,dmg:false/pg:vipcar/309687478.html"
4,"https://www.automobile.fr//Voiture/Porsche-Cayenne-Diesel-Platinum-Edition-Sport/vhc:car,ms1:20100__,dmg:false/pg:vipcar/305202020.html"
5,"https://www.automobile.fr//Voiture/Porsche-Cayenne-Diesel-Platinum-Edition-Pano/vhc:car,ms1:20100__,dmg:false/pg:vipcar/305203221.html"
6,"https://www.automobile.fr//Voiture/Porsche-911-Carrera-4-S-Coupe-Leder-rot-SHD/vhc:car,ms1:20100__,dmg:false/pg:vipcar/307113589.html"
7,"https://www.automobile.fr//Voiture/Porsche-Cayenne-Diesel-KEYLESS-2-JAHRE/vhc:car,ms1:20100__,dmg:false/pg:vipcar/277532231.html"
8,"https://www.automobile.fr//Voiture/Porsche-PANAMERA-TURBO-KAMERA-CARBON-PDCC/vhc:car,ms1:20100__,dmg:false/pg:vipcar/305573772.html"
9,"https://www.automobile.fr//Voiture/Porsche-Porsche-Cayenne-Coupe/vhc:car,ms1:20100__,dmg:false/pg:vipcar/309686524.html"
,Proton
0,"https://www.automobile.fr//Voiture/Proton-300-Serie-313-GLI-SERVOLENKUNG-T%C3%9CV-10/vhc:car,ms1:20200__,dmg:false/pg:vipcar/309182094.html"
1,"https://www.automobile.fr//Voiture/Proton-Proton-Satria-318-GTi-VERY-RARE-LHD/vhc:car,ms1:20200__,dmg:false/pg:vipcar/308293562.html"
2,"https://www.automobile.fr//Voiture/Proton-Andere/vhc:car,ms1:20200__,dmg:false/pg:vipcar/307154427.html"
3,"https://www.automobile.fr//Voiture/Proton-300-Serie-GLi-baugleich-mit-Mitsubishi/vhc:car,ms1:20200__,dmg:false/pg:vipcar/290498227.html"
,Renault
0,"https://www.automobile.fr//Voiture/Renault-Laguna-II-Dynamique-T%C3%9CV-NEU/vhc:car,ms1:20700__,dmg:false/pg:vipcar/309687810.html"
1,"https://www.automobile.fr//Voiture/Renault-verkaufe-Renault-Megane-Bose/vhc:car,ms1:20700__,dmg:false/pg:vipcar/309687778.html"
2,"https://www.automobile.fr//Voiture/Renault-Clio-III-YAHOO/vhc:car,ms1:20700__,dmg:false/pg:vipcar/309687693.html"
3,"https://www.automobile.fr//Voiture/Renault-Clio-II-1.4-RT-T%C3%9CV-neu/vhc:car,ms1:20700__,dmg:false/pg:vipcar/301534648.html"
4,"https://www.automobile.fr//Voiture/Renault-Megane-BLUE-dCi-115Grandtour-Kamera/vhc:car,ms1:20700__,dmg:false/pg:vipcar/309687594.html"
5,"https://www.automobile.fr//Voiture/Renault-Scenic-BOSE-Edition-TCe-140-GPF/vhc:car,ms1:20700__,dmg:false/pg:vipcar/284380565.html"
6,"https://www.automobile.fr//Voiture/Renault-Scenic-Limited-Deluxe-TCe115-GPF/vhc:car,ms1:20700__,dmg:false/pg:vipcar/284380559.html"
7,"https://www.automobile.fr//Voiture/Renault-Grand-Scenic-BLACK-Edition-TCe-140-7/vhc:car,ms1:20700__,dmg:false/pg:vipcar/283897233.html"
8,"https://www.automobile.fr//Voiture/Renault-Renault-Clio-II-Initiale-Paris/vhc:car,ms1:20700__,dmg:false/pg:vipcar/309687510.html"
9,"https://www.automobile.fr//Voiture/Renault-Clio-1.2-16V-III-T%C3%9CV-Neu/vhc:car,ms1:20700__,dmg:false/pg:vipcar/309687509.html"
,Rolls-Royce
0,"https://www.automobile.fr//Voiture/Rolls-Royce-Dawn-Launch-Massage-Spirit/vhc:car,ms1:21600__,dmg:false/pg:vipcar/309679539.html"
1,"https://www.automobile.fr//Voiture/Rolls-Royce-Phantom-Drophead-Coupe/vhc:car,ms1:21600__,dmg:false/pg:vipcar/309677600.html"
2,"https://www.automobile.fr//Voiture/Rolls-Royce-Phantom-Drophead-Coupe/vhc:car,ms1:21600__,dmg:false/pg:vipcar/276192338.html"
3,"https://www.automobile.fr//Voiture/Rolls-Royce-Phantom-6.7-V12-MANSORY-Extended/vhc:car,ms1:21600__,dmg:false/pg:vipcar/309676451.html"
4,"https://www.automobile.fr//Voiture/Rolls-Royce-Cullinan-6.75-V12/vhc:car,ms1:21600__,dmg:false/pg:vipcar/309664848.html"
5,"https://www.automobile.fr//Voiture/Rolls-Royce-ROLLS-ROYCE-Ghost-II-6.6/vhc:car,ms1:21600__,dmg:false/pg:vipcar/309646556.html"
6,"https://www.automobile.fr//Voiture/Rolls-Royce-ROLLS-ROYCE-Ghost-6.6-V12-Aut./vhc:car,ms1:21600__,dmg:false/pg:vipcar/309646507.html"
7,"https://www.automobile.fr//Voiture/Rolls-Royce-Dawn-FASHION-Edition-New/vhc:car,ms1:21600__,dmg:false/pg:vipcar/289635913.html"
8,"https://www.automobile.fr//Voiture/Rolls-Royce-Wraith-Black-Badge-Nightvision/vhc:car,ms1:21600__,dmg:false/pg:vipcar/290435190.html"
9,"https://www.automobile.fr//Voiture/Rolls-Royce-Ghost-6.6V12-KAMERA-NIGHT-SPUR/vhc:car,ms1:21600__,dmg:false/pg:vipcar/286131389.html"
,Rover
0,"https://www.automobile.fr//Voiture/Rover-200-Streetwise-1,6/vhc:car,ms1:21700__,dmg:false/pg:vipcar/309678734.html"
1,"https://www.automobile.fr//Voiture/Rover-MGF-Roadster-RD,-sehr-wenig-Km-Tolles/vhc:car,ms1:21700__,dmg:false/pg:vipcar/309677809.html"
2,"https://www.automobile.fr//Voiture/Rover-45-1.8-Classic-T%C3%BCv-bis-08.2022/vhc:car,ms1:21700__,dmg:false/pg:vipcar/309677510.html"
3,"https://www.automobile.fr//Voiture/Rover-Rover-mini-cooper-montecarlo/vhc:car,ms1:21700__,dmg:false/pg:vipcar/309674816.html"
4,"https://www.automobile.fr//Voiture/Rover-MG-ZR-105-MKII-1.4L-Rover-25/vhc:car,ms1:21700__,dmg:false/pg:vipcar/309672453.html"
5,"https://www.automobile.fr//Voiture/Rover-Rover-Mini-MKII/vhc:car,ms1:21700__,dmg:false/pg:vipcar/309667037.html"
6,"https://www.automobile.fr//Voiture/Rover-Rover-MG-MGF-Klima-Leder/vhc:car,ms1:21700__,dmg:false/pg:vipcar/309664277.html"
7,"https://www.automobile.fr//Voiture/Rover-Ich-verkaufe-Rover-75/vhc:car,ms1:21700__,dmg:false/pg:vipcar/309660122.html"
8,"https://www.automobile.fr//Voiture/Rover-MGF-Cabrio,-Sonderlackierung-flip-flop/vhc:car,ms1:21700__,dmg:false/pg:vipcar/309644950.html"
9,"https://www.automobile.fr//Voiture/Rover-Rover-25-1.1i-5-Porte-Plus/vhc:car,ms1:21700__,dmg:false/pg:vipcar/309626869.html"
,Ruf
0,"https://www.automobile.fr//Voiture/Ruf-911-930-Turbo-3,4-Clubsport,/vhc:car,ms1:125__,dmg:false/pg:vipcar/216725622.html"
1,"https://www.automobile.fr//Voiture/Ruf-R-Turbo/vhc:car,ms1:125__,dmg:false/pg:vipcar/308122519.html"
2,"https://www.automobile.fr//Voiture/Ruf-PORSCHE-911-RUF-SC-Carrera-3.2-Kurzhub/vhc:car,ms1:125__,dmg:false/pg:vipcar/302338961.html"
3,"https://www.automobile.fr//Voiture/Ruf-997-GT3-RS-RUF-4.0-UNIKAT-ALLRAD/vhc:car,ms1:125__,dmg:false/pg:vipcar/266446258.html"
4,"https://www.automobile.fr//Voiture/Ruf-Andere/vhc:car,ms1:125__,dmg:false/pg:vipcar/293834248.html"
,Saab
0,"https://www.automobile.fr//Voiture/Saab-Gepflegter-Youngtimer-,-Saab-900-,/vhc:car,ms1:21800__,dmg:false/pg:vipcar/309687670.html"
1,"https://www.automobile.fr//Voiture/Saab-9-3-2.2-TiD/vhc:car,ms1:21800__,dmg:false/pg:vipcar/309687538.html"
2,"https://www.automobile.fr//Voiture/Saab-9-3-EURO-5-1.Besitz-Klima-Leder-Xenon/vhc:car,ms1:21800__,dmg:false/pg:vipcar/295142893.html"
3,"https://www.automobile.fr//Voiture/Saab-Saab-9-3-Sportcombi/vhc:car,ms1:21800__,dmg:false/pg:vipcar/309686501.html"
4,"https://www.automobile.fr//Voiture/Saab-Saab-9-5-SE-zuverl%C3%A4ssiger-kombi-neue/vhc:car,ms1:21800__,dmg:false/pg:vipcar/309686337.html"
5,"https://www.automobile.fr//Voiture/Saab-9-5-2.3t-Vector-Automatik-Leder-Xenon/vhc:car,ms1:21800__,dmg:false/pg:vipcar/309681935.html"
6,"https://www.automobile.fr//Voiture/Saab-9-3-2.8-Turbo-V6-Aero-BSR-LPG-Leder-Navi/vhc:car,ms1:21800__,dmg:false/pg:vipcar/309681920.html"
7,"https://www.automobile.fr//Voiture/Saab-900-turbo-16-S/vhc:car,ms1:21800__,dmg:false/pg:vipcar/309680127.html"
8,"https://www.automobile.fr//Voiture/Saab-900-Cabrio-aus-Privater-Fahrzeugsammlung/vhc:car,ms1:21800__,dmg:false/pg:vipcar/309679197.html"
9,"https://www.automobile.fr//Voiture/Saab-900-Cabrio-saabclassic-madebysweden/vhc:car,ms1:21800__,dmg:false/pg:vipcar/307208718.html"
,Santana
,Seat
0,"https://www.automobile.fr//Voiture/Seat-Ibiza-ST-Reference-Navi-Klima/vhc:car,ms1:22500__,dmg:false/pg:vipcar/305978639.html"
1,"https://www.automobile.fr//Voiture/Seat-Ibiza-Lim.-Style-Salsa-Navi-SHZ-PDC/vhc:car,ms1:22500__,dmg:false/pg:vipcar/308345773.html"
2,"https://www.automobile.fr//Voiture/Seat-Seat-Arosa,-T%C3%9CV-04-2022/vhc:car,ms1:22500__,dmg:false/pg:vipcar/309687612.html"
3,"https://www.automobile.fr//Voiture/Seat-Arona-1,0-TSI-STYLE-NAVI-PDC-SHZ-ALU-DAB/vhc:car,ms1:22500__,dmg:false/pg:vipcar/309687548.html"
4,"https://www.automobile.fr//Voiture/Seat-Auto-Verkauf/vhc:car,ms1:22500__,dmg:false/pg:vipcar/309687533.html"
5,"https://www.automobile.fr//Voiture/Seat-Altea-1,6-TDI-XL-Style/vhc:car,ms1:22500__,dmg:false/pg:vipcar/303099575.html"
6,"https://www.automobile.fr//Voiture/Seat-Leon-1.5-TSI-ACT-DSG-OPF-Xcellence/vhc:car,ms1:22500__,dmg:false/pg:vipcar/309687484.html"
7,"https://www.automobile.fr//Voiture/Seat-Toledo-1.9-TDI-1-Hand-Gr%C3%BCne-Plakette-T%C3%9CV/vhc:car,ms1:22500__,dmg:false/pg:vipcar/309687458.html"
8,"https://www.automobile.fr//Voiture/Seat-Ibiza-ST-Sun/vhc:car,ms1:22500__,dmg:false/pg:vipcar/296240508.html"
9,"https://www.automobile.fr//Voiture/Seat-Leon-ST-Xcellence-1.5-TSI-EU6d-T-LED/vhc:car,ms1:22500__,dmg:false/pg:vipcar/309687434.html"
,Skoda
0,"https://www.automobile.fr//Voiture/Skoda-Skoda-Octavia/vhc:car,ms1:22900__,dmg:false/pg:vipcar/309687823.html"
1,"https://www.automobile.fr//Voiture/Skoda-Fabia-Combi-Ambition-PDC-hinten/vhc:car,ms1:22900__,dmg:false/pg:vipcar/309687806.html"
2,"https://www.automobile.fr//Voiture/Skoda-Rapid-Spaceback-Ambition-1,0TSI-110-PS/vhc:car,ms1:22900__,dmg:false/pg:vipcar/280901222.html"
3,"https://www.automobile.fr//Voiture/Skoda-Kamiq-1.0-TSI-85kW-115-PS-Style-6-Gang/vhc:car,ms1:22900__,dmg:false/pg:vipcar/286422072.html"
4,"https://www.automobile.fr//Voiture/Skoda-Kamiq-1.0-TSI-85kW-Style-R%C3%BCckfahrkamera/vhc:car,ms1:22900__,dmg:false/pg:vipcar/293973525.html"
5,"https://www.automobile.fr//Voiture/Skoda-Kamiq-1.0-TSI-85kW-Style-R%C3%BCckfahrkamera/vhc:car,ms1:22900__,dmg:false/pg:vipcar/293976604.html"
6,"https://www.automobile.fr//Voiture/Skoda-Octavia-Combi-JOY-1.4-TSI-Einparkhilfe/vhc:car,ms1:22900__,dmg:false/pg:vipcar/309687746.html"
7,"https://www.automobile.fr//Voiture/Skoda-Rapid-Ambition-Plus-mit-5-Jahres/vhc:car,ms1:22900__,dmg:false/pg:vipcar/309687742.html"
8,"https://www.automobile.fr//Voiture/Skoda-OCTAVIA-COMBI-DRIVE-2.0-TDI-DSG-NAVI/vhc:car,ms1:22900__,dmg:false/pg:vipcar/309687715.html"
9,"https://www.automobile.fr//Voiture/Skoda-Octavia-Combi-Soleil-2.0-TDI-DSG-LED/vhc:car,ms1:22900__,dmg:false/pg:vipcar/309687691.html"
,Smart
0,"https://www.automobile.fr//Voiture/Smart-Smart-fortwo-Cabrio-T%C3%BCv-neu/vhc:car,ms1:23000__,dmg:false/pg:vipcar/309687848.html"
1,"https://www.automobile.fr//Voiture/Smart-Smart-fortwo/vhc:car,ms1:23000__,dmg:false/pg:vipcar/309687412.html"
2,"https://www.automobile.fr//Voiture/Smart-ForFour-Passion-Navi-Sitzheizung/vhc:car,ms1:23000__,dmg:false/pg:vipcar/309687269.html"
3,"https://www.automobile.fr//Voiture/Smart-Smart-ForTwo-Cabrio-451-Mhd/vhc:car,ms1:23000__,dmg:false/pg:vipcar/309687195.html"
4,"https://www.automobile.fr//Voiture/Smart-Smart-Fortwo-mhd-451/vhc:car,ms1:23000__,dmg:false/pg:vipcar/309686605.html"
5,"https://www.automobile.fr//Voiture/Smart-Smart-fortwo-cdi-Coupe/vhc:car,ms1:23000__,dmg:false/pg:vipcar/309686527.html"
6,"https://www.automobile.fr//Voiture/Smart-fortwo-cabrio-52-kW-Prime-AUTOM-KOMF/vhc:car,ms1:23000__,dmg:false/pg:vipcar/309686400.html"
7,"https://www.automobile.fr//Voiture/Smart-fortwo-cabrio-52-kW-Prime-AUTO-NAVI/vhc:car,ms1:23000__,dmg:false/pg:vipcar/309686327.html"
8,"https://www.automobile.fr//Voiture/Smart-smart-fortwo-softouch-Klima,-Pano,/vhc:car,ms1:23000__,dmg:false/pg:vipcar/309686309.html"
9,"https://www.automobile.fr//Voiture/Smart-Smart-450-Cabrio-an-Bastler/vhc:car,ms1:23000__,dmg:false/pg:vipcar/309686276.html"
,speedART
0,"https://www.automobile.fr//Voiture/speedART-BTR-II-530-EVO-auf-Basis-Porsche-997/vhc:car,ms1:188__,dmg:false/pg:vipcar/283898367.html"
1,"https://www.automobile.fr//Voiture/speedART-SP91-R-400-auf-Basis-Porsche-991-911/vhc:car,ms1:188__,dmg:false/pg:vipcar/297447046.html"
2,"https://www.automobile.fr//Voiture/speedART-speedART-SP18-R-auf-Basis-Porsche/vhc:car,ms1:188__,dmg:false/pg:vipcar/232068566.html"
3,"https://www.automobile.fr//Voiture/speedART-speedART-SP81-CR-auf-Basis-Porsche/vhc:car,ms1:188__,dmg:false/pg:vipcar/181738028.html"
,Spyker
0,"https://www.automobile.fr//Voiture/Spyker-C8-Spyder/vhc:car,ms1:100__,dmg:false/pg:vipcar/296943085.html"
,Ssangyong
0,"https://www.automobile.fr//Voiture/Ssangyong-Actyon-Sports-4WD/vhc:car,ms1:23100__,dmg:false/pg:vipcar/309686649.html"
1,"https://www.automobile.fr//Voiture/Ssangyong-Kyron-M200-Xdi-S-4x4/vhc:car,ms1:23100__,dmg:false/pg:vipcar/309683933.html"
2,"https://www.automobile.fr//Voiture/Ssangyong-XLV-e-XDi-160-4WD-Sapphire-AHK-SHZ/vhc:car,ms1:23100__,dmg:false/pg:vipcar/309682875.html"
3,"https://www.automobile.fr//Voiture/Ssangyong-Korando-Sapphire-4x4/vhc:car,ms1:23100__,dmg:false/pg:vipcar/309678793.html"
4,"https://www.automobile.fr//Voiture/Ssangyong-Tivoli-1.6l-Klima,-Kamera,-Shz,/vhc:car,ms1:23100__,dmg:false/pg:vipcar/309675355.html"
5,"https://www.automobile.fr//Voiture/Ssangyong-Tivoli-1.2-Quartz-DAB-Kamera-Navi/vhc:car,ms1:23100__,dmg:false/pg:vipcar/309672216.html"
6,"https://www.automobile.fr//Voiture/Ssangyong-MUSSO-Grand-E-XDI-Quarz-AT-4WD/vhc:car,ms1:23100__,dmg:false/pg:vipcar/309670587.html"
7,"https://www.automobile.fr//Voiture/Ssangyong-REXTON-Sapphire-Elegance-Automatik/vhc:car,ms1:23100__,dmg:false/pg:vipcar/309668167.html"
8,"https://www.automobile.fr//Voiture/Ssangyong-Korando-1,6-D-Onyx-Automatik/vhc:car,ms1:23100__,dmg:false/pg:vipcar/287878828.html"
9,"https://www.automobile.fr//Voiture/Ssangyong-Korando-1.5-T-GDi-2-WD-Amber/vhc:car,ms1:23100__,dmg:false/pg:vipcar/289695287.html"
,Subaru
0,"https://www.automobile.fr//Voiture/Subaru-Subaru-justy-gx-4x4/vhc:car,ms1:23500__,dmg:false/pg:vipcar/309687615.html"
1,"https://www.automobile.fr//Voiture/Subaru-Impreza/vhc:car,ms1:23500__,dmg:false/pg:vipcar/309686708.html"
2,"https://www.automobile.fr//Voiture/Subaru-Forester-EDITION-SPORT40/vhc:car,ms1:23500__,dmg:false/pg:vipcar/309686633.html"
3,"https://www.automobile.fr//Voiture/Subaru-Legacy-Kombi-2.0i-Celebration/vhc:car,ms1:23500__,dmg:false/pg:vipcar/309685795.html"
4,"https://www.automobile.fr//Voiture/Subaru-Forester-2,0ie-Lineartronic-Comfort/vhc:car,ms1:23500__,dmg:false/pg:vipcar/309685549.html"
5,"https://www.automobile.fr//Voiture/Subaru-Subaru-Impreza-GC8-auch-tausch/vhc:car,ms1:23500__,dmg:false/pg:vipcar/309684726.html"
6,"https://www.automobile.fr//Voiture/Subaru-Subaru-Forester-S-Turbo/vhc:car,ms1:23500__,dmg:false/pg:vipcar/309684545.html"
7,"https://www.automobile.fr//Voiture/Subaru-Forester-2.0ie-Comfort-Lineartronic/vhc:car,ms1:23500__,dmg:false/pg:vipcar/309684418.html"
8,"https://www.automobile.fr//Voiture/Subaru-Impreza-2,0ie-Platinum-Lineartronic/vhc:car,ms1:23500__,dmg:false/pg:vipcar/309683930.html"
9,"https://www.automobile.fr//Voiture/Subaru-XV-2.0ie-Platinum-Lineartronic-4WD/vhc:car,ms1:23500__,dmg:false/pg:vipcar/309683544.html"
,Suzuki
0,"https://www.automobile.fr//Voiture/Suzuki-Jimny-1.3-4WD-Comfort-Ranger/vhc:car,ms1:23600__,dmg:false/pg:vipcar/309687697.html"
1,"https://www.automobile.fr//Voiture/Suzuki-Swift-Sport-Hybrid-TWW-PDC-Navi-LED/vhc:car,ms1:23600__,dmg:false/pg:vipcar/293294926.html"
2,"https://www.automobile.fr//Voiture/Suzuki-Ignis-1.2-Dualjet-Hybrid-CVT/vhc:car,ms1:23600__,dmg:false/pg:vipcar/309687460.html"
3,"https://www.automobile.fr//Voiture/Suzuki-Ignis-1.2-Dualjet-Hybrid-CVT/vhc:car,ms1:23600__,dmg:false/pg:vipcar/309687454.html"
4,"https://www.automobile.fr//Voiture/Suzuki-Ignis-1.2-Dualjet-Hybrid-Allgrip/vhc:car,ms1:23600__,dmg:false/pg:vipcar/309687453.html"
5,"https://www.automobile.fr//Voiture/Suzuki-Swift-Sport-1.4-Boosterjet-Hybrid/vhc:car,ms1:23600__,dmg:false/pg:vipcar/309687450.html"
6,"https://www.automobile.fr//Voiture/Suzuki-Jimny-Cross-Country/vhc:car,ms1:23600__,dmg:false/pg:vipcar/309687447.html"
7,"https://www.automobile.fr//Voiture/Suzuki-Suzuki-Swift-1-Hand-1.3-93-ps/vhc:car,ms1:23600__,dmg:false/pg:vipcar/309687212.html"
8,"https://www.automobile.fr//Voiture/Suzuki-Suzuki-Liana/vhc:car,ms1:23600__,dmg:false/pg:vipcar/309687194.html"
9,"https://www.automobile.fr//Voiture/Suzuki-Vitara-1.4-Comfort-4x4-HYBRID-LED/vhc:car,ms1:23600__,dmg:false/pg:vipcar/293294938.html"
,Talbot
0,"https://www.automobile.fr//Voiture/Talbot-Simca-1200S-Coupe/vhc:car,ms1:23800__,dmg:false/pg:vipcar/295053566.html"
1,"https://www.automobile.fr//Voiture/Talbot-Sunbeam-Lotus/vhc:car,ms1:23800__,dmg:false/pg:vipcar/309588509.html"
2,"https://www.automobile.fr//Voiture/Talbot-Simca-1100-HE-Simca-1000-special/vhc:car,ms1:23800__,dmg:false/pg:vipcar/278422604.html"
3,"https://www.automobile.fr//Voiture/Talbot-Matra-Murena-1.6/vhc:car,ms1:23800__,dmg:false/pg:vipcar/309425514.html"
4,"https://www.automobile.fr//Voiture/Talbot-Talbot-London-Weymann-Saloon/vhc:car,ms1:23800__,dmg:false/pg:vipcar/276795685.html"
5,"https://www.automobile.fr//Voiture/Talbot-Matra-Murena-Einzelst%C3%BCck-Scheunenfund/vhc:car,ms1:23800__,dmg:false/pg:vipcar/309379604.html"
6,"https://www.automobile.fr//Voiture/Talbot-SCH%C3%96NER-MATRA-MURENA-T%C3%9CV-H/vhc:car,ms1:23800__,dmg:false/pg:vipcar/245737120.html"
7,"https://www.automobile.fr//Voiture/Talbot-Lago-Rekord-T26-1948-Coup%C3%A9-1-von-750/vhc:car,ms1:23800__,dmg:false/pg:vipcar/304151097.html"
8,"https://www.automobile.fr//Voiture/Talbot-T15-Beige-39/vhc:car,ms1:23800__,dmg:false/pg:vipcar/289276262.html"
9,"https://www.automobile.fr//Voiture/Talbot-Suresnes-T120-36/vhc:car,ms1:23800__,dmg:false/pg:vipcar/289275456.html"
,Tata
0,"https://www.automobile.fr//Voiture/Tata-Indigo-1.4-SW-GLX-Klima/vhc:car,ms1:23825__,dmg:false/pg:vipcar/309609949.html"
1,"https://www.automobile.fr//Voiture/Tata-Xenon/vhc:car,ms1:23825__,dmg:false/pg:vipcar/309526521.html"
2,"https://www.automobile.fr//Voiture/Tata-Xenon-4-x4-Gr%C3%BCne-Plakette/vhc:car,ms1:23825__,dmg:false/pg:vipcar/306977801.html"
3,"https://www.automobile.fr//Voiture/Tata-TATA-Safari-2.2-Dicor-5p.-4x4/vhc:car,ms1:23825__,dmg:false/pg:vipcar/309495275.html"
4,"https://www.automobile.fr//Voiture/Tata-Xenon2,2D-Klimaanlage,AHK,4X4,T%C3%9CV-07/vhc:car,ms1:23825__,dmg:false/pg:vipcar/304602372.html"
5,"https://www.automobile.fr//Voiture/Tata-Indica-aus-1.Hand-erst-26-Tkm-Klima-T%C3%BCv/vhc:car,ms1:23825__,dmg:false/pg:vipcar/309429972.html"
6,"https://www.automobile.fr//Voiture/Tata-Xenon-2,2-TD-Klima-4-x-4-Doka-1.Hand/vhc:car,ms1:23825__,dmg:false/pg:vipcar/299327925.html"
7,"https://www.automobile.fr//Voiture/Tata-Xenon-2.2D-L-DICOR-Pickup-Klima-2.Hand/vhc:car,ms1:23825__,dmg:false/pg:vipcar/309274201.html"
8,"https://www.automobile.fr//Voiture/Tata-TATA-Indica-Vista-1.4-Safire-5p./vhc:car,ms1:23825__,dmg:false/pg:vipcar/309237213.html"
9,"https://www.automobile.fr//Voiture/Tata-Telcoline-Pickup-2.2-D-Klima-AHK-2.0T/vhc:car,ms1:23825__,dmg:false/pg:vipcar/309183904.html"
,TECHART
0,"https://www.automobile.fr//Voiture/TECHART-Cayenne-Diesel-TECHART-Magnum-Navi/vhc:car,ms1:189__,dmg:false/pg:vipcar/295762095.html"
1,"https://www.automobile.fr//Voiture/TECHART-911-997-Turbo-GT-Silber-20-Zoll-PDK/vhc:car,ms1:189__,dmg:false/pg:vipcar/228378125.html"
2,"https://www.automobile.fr//Voiture/TECHART-Sonstige-911-991-Turbo-Cabrio-TECHART/vhc:car,ms1:189__,dmg:false/pg:vipcar/241264523.html"
3,"https://www.automobile.fr//Voiture/TECHART-GrandGT-No.-99-Porsche-Panamera-Turbo/vhc:car,ms1:189__,dmg:false/pg:vipcar/285250285.html"
4,"https://www.automobile.fr//Voiture/TECHART-GTsport-1-of-30,-720PS,-NP293K-,/vhc:car,ms1:189__,dmg:false/pg:vipcar/302376662.html"
5,"https://www.automobile.fr//Voiture/TECHART-Cayenne-Turbo-S-TECH-ART-LOOK-PRSE/vhc:car,ms1:189__,dmg:false/pg:vipcar/291423385.html"
6,"https://www.automobile.fr//Voiture/TECHART-Porsche-911-977-Carrera-Coupe-LEDER/vhc:car,ms1:189__,dmg:false/pg:vipcar/300839447.html"
7,"https://www.automobile.fr//Voiture/TECHART-GT-Street-R/vhc:car,ms1:189__,dmg:false/pg:vipcar/291261714.html"
8,"https://www.automobile.fr//Voiture/TECHART-996-Turbo-GT-Street/vhc:car,ms1:189__,dmg:false/pg:vipcar/267141128.html"
9,"https://www.automobile.fr//Voiture/TECHART-TechArt-Magnum-auf-Basis-Porsche/vhc:car,ms1:189__,dmg:false/pg:vipcar/205669804.html"
,Tesla
0,"https://www.automobile.fr//Voiture/Tesla-Model-X-75D-Allrad-Autopilot-2-Navi-Kam/vhc:car,ms1:135__,dmg:false/pg:vipcar/309679477.html"
1,"https://www.automobile.fr//Voiture/Tesla-Model-X-75D-Allrad-Autopilot-2-Navi-Kam/vhc:car,ms1:135__,dmg:false/pg:vipcar/309679106.html"
2,"https://www.automobile.fr//Voiture/Tesla-Model-3-Allradantrieb-Dual-Motor/vhc:car,ms1:135__,dmg:false/pg:vipcar/309678062.html"
3,"https://www.automobile.fr//Voiture/Tesla-Model-S-85D-ALLRAD-DOP-LAD-AUTOPILOT/vhc:car,ms1:135__,dmg:false/pg:vipcar/267322776.html"
4,"https://www.automobile.fr//Voiture/Tesla-Model-S-70D-ALLRAD-AUTOPILOT-KALTWETTER/vhc:car,ms1:135__,dmg:false/pg:vipcar/272339035.html"
5,"https://www.automobile.fr//Voiture/Tesla-Model-S-75-D-Luftfederung-PremiumI/vhc:car,ms1:135__,dmg:false/pg:vipcar/309666831.html"
6,"https://www.automobile.fr//Voiture/Tesla-Model-S-90-D-Facelit-SC-FREE-LED/vhc:car,ms1:135__,dmg:false/pg:vipcar/309662567.html"
7,"https://www.automobile.fr//Voiture/Tesla-TESLA-Model-S-100kWh-Long-Range-Dual/vhc:car,ms1:135__,dmg:false/pg:vipcar/309661434.html"
8,"https://www.automobile.fr//Voiture/Tesla-TESLA-Model-X-100kWh-Dual-Motor/vhc:car,ms1:135__,dmg:false/pg:vipcar/309645787.html"
